Xhosa (xh)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
efanelekileyo	1	0	0	0	0	0	0	0	0	1
ukulungiswa	1	0	0	0	0	0	0	0	0	0
zizathu	0	0	0	0	0	0	0	0	0	0
jute	0	0	0	0	0	0	0	0	0	0
abaselula	0	1	0	0	0	0	0	0	0	0
i-juxtaposition	0	0	0	0	0	0	0	0	0	0
kaiser	0	0	0	0	0	0	0	0	0	0
kaleidoscope	0	0	0	0	0	0	0	0	0	0
kangaroo	0	0	0	0	0	0	0	0	0	0
kanji	0	0	0	0	0	0	0	0	0	0
karma	0	0	0	0	0	0	0	0	0	0
kayak	0	0	0	0	0	0	0	0	0	0
keel	0	0	0	0	0	0	0	0	0	0
umgcini	0	0	0	0	0	0	0	0	0	0
ukugcina	0	0	0	0	0	0	0	0	0	0
ukushiya	1	0	0	0	0	0	0	0	0	0
keg	0	0	0	0	0	0	0	0	0	0
ken	1	0	0	0	0	0	0	0	0	0
kennel	0	0	0	0	0	0	0	1	0	0
kern	0	1	0	0	0	0	0	0	0	0
kernel	0	0	0	0	0	0	0	0	0	0
ierosene	0	0	0	0	0	1	0	0	0	0
kettle	0	0	0	0	0	0	0	0	0	0
ngundoqo	0	0	0	0	0	0	0	0	0	0
keyhole	0	0	0	0	0	0	0	0	0	0
ngundoqo	1	0	0	0	0	0	0	0	0	0
ngundoqo	1	0	0	0	0	0	0	0	0	0
khaki	0	0	0	0	0	0	0	0	0	0
khan	0	0	0	0	0	1	0	0	0	1
kukhaba	0	1	1	0	0	0	0	0	0	0
ukukhaba	0	0	1	0	0	0	0	0	0	0
nebhokhwe	0	0	0	0	0	0	0	0	0	0
bhinqa	0	0	0	0	0	0	0	0	0	0
kuthatha	0	1	1	0	0	1	0	1	1	0
bulala	0	1	0	0	0	1	0	1	0	0
bulala	0	1	1	0	0	1	0	1	0	0
ioli	0	0	0	0	0	0	0	0	0	0
kilogram	0	0	0	0	0	0	0	0	0	0
ikhilomitha	0	0	0	0	0	0	0	0	0	0
kilt	0	0	0	0	0	0	0	0	0	0
kimono	0	0	0	0	0	0	0	0	0	0
ubuhlobo	0	0	0	0	0	0	0	0	0	0
bubele	1	0	0	0	0	0	1	0	0	1
i-kindergarten	0	0	0	0	0	0	0	0	0	0
bubele	1	0	0	0	0	0	0	0	0	0
zalwana	1	0	0	1	0	0	1	0	0	1
i-kinematics	0	0	0	0	0	0	0	0	0	0
kumkani	1	0	0	0	0	0	0	0	0	0
bu kumkani	0	0	0	0	0	0	0	0	0	0
kink	0	0	0	0	0	0	0	0	0	0
kinky	0	0	0	0	0	0	0	0	0	0
kiosk	0	0	0	0	0	0	0	0	0	0
kirk	0	0	0	0	0	0	0	0	0	0
u kumanga	1	0	0	1	0	0	1	0	1	0
ikiti	0	0	0	0	0	0	0	0	0	0
ekhitshini	0	0	0	0	0	0	0	0	0	0
kite	0	1	0	0	1	0	0	0	0	0
inkonti	1	0	0	0	0	0	1	0	0	1
knack	1	0	0	0	0	0	0	0	0	0
i-knapsack	0	0	0	0	0	0	0	0	0	0
ukuguqa	0	0	0	0	0	0	0	0	0	0
ngamadolo	0	0	0	0	0	0	0	0	0	0
baguqe	0	0	0	0	0	0	0	0	0	0
kuguqa	0	0	0	0	0	0	0	0	0	0
i-knell	0	1	0	0	0	1	0	1	0	0
baxhasi	0	0	0	0	0	0	0	0	0	1
umsi	0	0	0	0	0	0	0	0	0	0
knight	1	0	0	0	0	0	0	0	0	0
zidibene	0	0	0	0	0	0	0	0	0	0
iqhosha	0	0	0	0	0	0	0	0	0	0
ngqongqo	0	0	0	0	0	0	0	0	0	0
knoll	0	0	0	0	0	0	0	0	0	0
iqhina	0	0	0	0	0	0	0	0	0	0
zidibene	0	1	0	0	0	0	0	0	0	0
ukwazi	1	0	0	0	0	0	0	0	0	0
sazi	0	0	0	0	0	0	0	0	0	0
ulwazi	1	0	0	0	0	0	0	0	0	0
ikhuni	0	0	0	0	0	0	0	0	0	0
kos	0	0	0	0	0	0	0	0	0	0
kris	0	0	0	0	0	0	0	0	0	0
kudos	1	0	0	0	0	0	1	0	0	0
lebhu	0	0	0	0	0	0	0	0	0	0
ilebula	0	0	0	0	0	0	0	0	0	1
sebenzi	1	0	0	1	0	0	1	0	1	1
i laboratory	0	0	0	0	0	0	0	0	0	0
sebenza	0	1	0	0	0	0	0	1	0	0
msebenzi	0	0	0	0	0	0	0	0	0	0
sebenza	0	0	0	0	0	0	0	0	0	0
nzima	0	1	0	0	0	0	0	0	0	0
labyrinth	0	1	0	1	0	0	0	0	0	0
lac	0	0	0	0	0	0	0	0	0	0
lace	1	1	1	0	0	1	0	1	0	1
ku ngabikho	0	1	0	0	0	0	0	0	0	0
ayinakho	0	1	0	0	0	0	0	0	0	0
ukusilela	0	1	0	0	0	0	0	0	0	0
lacquer	0	0	0	0	0	0	0	0	0	0
lacrosse	0	0	0	0	0	0	0	0	0	0
umfana	0	0	0	0	0	0	0	0	0	0
nqanaba	0	0	0	0	0	0	0	0	0	0
zithwele	0	1	0	0	0	0	0	0	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	0
ukulala	0	0	0	0	0	0	0	0	0	0
nekazi	0	0	0	0	0	0	0	0	0	0
lila	0	1	0	0	0	0	0	0	0	0
ukuyeka	0	1	1	1	1	0	0	1	0	0
lagoon	0	0	0	0	0	0	0	0	0	0
yinqaba	0	1	0	0	0	0	0	0	0	0
bantwini	0	0	0	0	0	0	0	0	0	0
echibi	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
inyama yegusha	1	0	0	0	0	0	1	0	0	1
sijwili	0	1	0	0	1	1	0	1	0	0
ukulila	0	0	0	0	0	0	0	1	0	0
lamina	0	0	0	0	0	0	0	0	0	0
laminated	0	0	0	0	0	0	0	0	0	0
isibane	0	0	0	0	0	0	0	0	0	0
lance	0	0	0	0	0	0	0	0	0	0
lancer	0	0	0	0	0	0	0	0	0	0
umhlaba	1	0	0	0	0	0	0	0	0	0
bafika	1	0	0	0	0	0	0	0	0	0
ukufika	0	0	0	0	0	0	0	0	0	0
engenawo	0	0	0	0	0	0	0	0	0	0
umninikhaya	0	0	0	0	0	0	0	0	0	0
ephawulekayo	0	0	0	0	0	0	0	0	0	1
kumazwe	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
ukuhlaziywa komhlaba	0	0	0	0	0	0	0	0	0	0
ihlabathi	0	1	0	0	0	1	0	1	0	0
indlela	0	0	0	0	0	0	0	0	0	0
ulwimi	0	0	0	0	0	0	0	0	0	0
i-languid	0	1	0	0	0	0	0	0	0	0
zi lahleka	0	1	0	0	0	0	0	0	0	0
zi lahleka	0	1	0	0	0	1	0	1	0	0
lanky	0	0	0	0	0	0	0	0	0	0
ilanga	0	0	0	0	0	0	0	0	0	0
umtya	0	0	0	0	0	0	0	0	0	0
i-lapel	0	0	0	0	0	0	0	0	0	0
iphela	0	1	0	0	0	0	0	0	0	0
yaphela	0	0	0	0	0	0	0	0	0	0
larceny	0	1	0	0	1	0	0	0	0	0
isinqumelo	0	0	0	0	0	0	0	0	0	0
ukugqithisa	0	0	0	0	0	0	0	0	0	0
enkulu	0	0	0	0	0	0	0	0	0	0
enkulu	0	0	0	0	1	0	0	0	1	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
lark	0	0	0	0	0	0	0	0	0	0
larva	0	0	0	0	0	0	0	0	0	0
larynx	0	0	0	0	0	0	0	0	0	0
laser	1	0	0	0	0	0	0	0	0	1
ukutshaya	0	1	1	0	0	1	0	0	0	0
lass	0	0	0	0	0	0	0	0	0	0
lasso	0	0	0	0	0	0	0	0	0	0
ehlala njalo	0	0	0	0	0	0	0	0	0	0
latch	0	0	0	0	0	0	0	0	0	0
kwexesha	0	1	0	0	0	0	0	1	0	0
ukuhamba	0	1	0	0	0	0	0	0	0	0
efihliweyo	0	1	1	1	1	0	0	0	1	0
sithuba	0	0	0	0	0	0	0	0	0	0
kamva	0	0	0	0	0	0	0	0	0	0
latex	0	0	0	0	0	0	0	0	0	0
lathe	0	0	0	0	0	0	0	0	0	0
ngqungquthela	0	0	0	0	0	0	0	0	0	0
ububanzi	0	0	0	0	0	0	0	0	0	0
iitriti	0	1	0	0	1	0	0	0	0	0
i-lattice	0	0	0	0	0	0	0	0	0	0
u nozuko	1	0	0	0	0	0	0	0	0	0
uhleka	1	0	0	0	0	0	1	0	1	0
lihleka	0	1	0	0	1	0	0	0	0	0
kuhleka	1	0	0	0	0	0	1	0	0	0
ukuhleka	1	0	0	1	0	0	1	0	1	0
qalisa	1	0	0	1	0	0	0	0	0	0
uhlamba	0	0	0	0	0	0	0	0	0	0
lihle	1	0	0	0	0	0	0	0	0	1
laurel	1	0	0	0	0	0	0	0	0	0
iilure	1	0	0	0	0	0	1	0	0	0
lava	0	1	1	0	0	1	0	0	0	0
ukuhlamba	0	0	0	0	0	0	0	0	0	0
zokucoca	0	0	0	0	1	0	0	0	0	0
lavender	0	0	0	0	0	0	0	0	0	0
likhulu	1	0	0	0	0	0	0	0	0	0
nomthetho	0	0	0	0	0	0	0	0	0	1
mthethweni	1	0	0	0	0	0	0	0	0	1
ukungabi namthetho	0	1	1	0	0	1	0	0	0	0
utshani	0	0	0	0	0	0	0	0	0	0
ityala	0	1	1	0	1	1	0	1	1	0
igqwetha	0	1	1	0	1	1	0	0	0	0
lax	0	1	0	0	0	0	0	1	0	0
laxative	0	1	0	0	1	1	0	0	0	0
kulala	0	0	0	0	0	0	0	0	0	0
uluhlu	0	0	0	0	0	0	0	0	0	0
lahle	0	0	0	0	0	0	0	0	0	0
ummeli	0	0	0	0	0	0	0	0	0	0
uvila	0	1	0	0	0	0	0	0	0	0
lea	0	0	0	0	0	0	0	0	0	0
khokela	1	0	0	0	0	0	0	0	0	0
nkokheli	1	0	0	0	0	0	0	0	0	1
khokela	0	0	0	0	0	0	0	0	0	1
khokela	0	0	0	0	0	0	0	0	0	0
iqela	0	0	0	0	0	0	0	0	0	0
lephepha	0	0	0	0	0	0	0	0	0	0
a magqabi	0	0	0	0	0	0	0	0	0	0
ilungu	1	0	0	0	0	0	0	0	0	0
kuvuza	0	1	0	0	0	0	0	0	0	0
kuvuza	0	1	0	0	0	0	0	0	0	0
kuvuza	0	1	0	0	0	0	0	0	0	0
incike	0	0	0	0	0	0	0	0	0	0
zixhomekeke	0	0	0	0	0	0	0	0	0	0
ukuxhomekeka	0	0	0	0	0	0	0	0	0	1
qhawula	0	0	0	0	0	0	0	0	0	0
bafunde	1	0	0	0	0	0	0	0	0	0
bafunde	0	0	0	0	0	0	0	0	0	0
umfundi	0	0	0	0	0	0	0	0	0	0
kufunda	1	0	0	0	0	0	0	0	0	0
qeshiso	0	0	0	0	0	0	0	0	0	0
ukuhlawula	0	0	0	0	0	0	0	0	0	0
isikhumba	0	0	0	0	0	0	0	0	0	0
isikhumba	0	0	0	0	0	0	0	0	0	0
kuhamba	0	1	0	0	0	0	0	1	1	0
intetho	0	0	0	0	0	0	0	0	0	0
mfundisi	1	0	0	0	0	0	0	0	0	0
umgca	0	0	0	0	0	0	0	0	0	0
iholide	0	0	0	0	0	0	0	0	0	0
lee	0	0	0	0	0	0	0	0	0	0
leech	0	1	0	0	0	0	0	0	0	0
izihlamba	0	1	0	0	1	1	0	0	0	0
NO TRANSLATION	0	1	0	0	1	0	0	0	0	0
leery	0	0	0	0	0	0	0	0	1	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
yindlela	1	0	0	0	0	0	0	0	0	0
khohlo	0	0	0	0	0	0	0	0	0	0
umlenze	0	0	0	0	0	0	0	0	0	0
ilifa	0	0	0	0	0	0	0	0	0	0
zomthetho	1	0	0	0	0	0	0	0	0	1
ngokusemthethweni	0	0	0	0	0	0	0	0	0	0
kusemthethweni	0	0	0	0	0	0	0	0	0	0
ngokusemthethweni	1	0	1	0	0	1	1	0	0	1
ngokusemthethweni	0	0	0	0	0	0	0	0	0	0
umlando	0	0	0	0	0	0	0	0	0	0
ngqangi	1	0	0	0	0	0	0	0	0	0
ukufaneleka	1	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
legion	0	0	0	0	0	0	0	0	0	0
umthetho	0	0	0	0	0	0	0	0	0	0
mithetho	0	0	0	0	0	0	0	0	0	0
zomthetho	0	0	0	0	0	0	0	0	0	0
mthetho	0	0	0	0	0	0	0	0	0	1
mthetho	0	0	0	0	0	0	0	0	0	1
mthethweni	0	0	0	0	0	0	0	0	0	1
imilenze	0	0	0	0	0	0	0	0	0	0
i-legume	0	0	0	0	0	0	0	0	0	0
ukuzonwabisa	1	0	0	1	0	0	1	0	1	1
ngokukhawuleza	1	0	0	0	0	0	0	0	0	0
lemma	1	0	0	0	0	0	0	0	0	0
ilamuni	0	1	0	0	1	0	0	0	0	0
ukuboleka	0	0	0	0	0	0	0	0	0	0
mboleko	0	0	0	0	0	0	0	0	0	1
ukuboleka	0	0	0	0	0	0	0	0	0	0
ubude	0	0	0	0	0	0	0	0	0	0
yandisa	0	0	0	0	0	0	0	0	0	0
lide	0	0	0	0	0	0	0	0	0	0
ukwandisa	0	0	0	0	0	0	0	0	0	0
ngobude	0	0	0	0	0	0	0	0	0	0
elide	0	0	0	0	0	0	0	0	0	0
leniency	0	0	0	0	0	0	0	0	0	0
mthethweni	1	0	0	0	0	0	0	0	0	0
lensi	0	0	0	0	0	0	0	0	0	0
ingwe	0	0	0	0	0	0	0	0	0	0
neqhenqa	0	1	0	0	1	1	0	1	0	0
abesilisa nabesilisa	0	1	0	0	1	0	0	1	0	0
besini	0	0	0	0	0	0	0	0	0	0
qeshisa	0	0	0	0	0	0	0	0	0	0
nciphise	0	1	0	1	0	0	0	0	0	0
kunciphisa	0	0	0	0	0	0	0	0	0	0
ngaphantsi	0	1	0	0	1	0	0	0	0	0
sifundo	1	0	0	1	0	0	0	0	0	1
ngaphantsi	0	0	0	0	0	0	0	0	0	0
ezibulalayo	0	1	0	0	1	1	0	1	0	0
lethargic	0	0	0	0	0	0	0	0	0	0
ukunyaniseka	0	1	0	0	0	0	0	1	0	0
ileta	0	0	0	1	0	0	0	0	0	0
ku thunyelwa	1	0	0	1	0	0	0	0	0	1
iileta	0	0	0	0	0	0	0	0	0	0
ilethasi	0	0	0	0	0	0	0	0	0	0
leukemia	0	1	1	0	0	1	0	1	0	0
levee	0	0	0	0	0	0	0	0	0	1
nqanaba	1	0	0	0	0	0	0	0	0	1
lever	0	0	0	0	0	0	0	0	0	0
ukuphakamisa	1	0	0	0	0	0	0	0	0	0
ntlawulo	0	1	0	0	0	0	0	0	0	0
u kuhlamba	0	1	0	0	1	0	0	0	0	0
lexicon	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
matyala	0	0	0	0	0	0	0	0	0	0
xanduva	0	0	0	0	0	0	0	0	0	0
unxibelelwano	0	1	0	0	0	0	0	0	0	0
buxoki	0	1	0	0	1	0	0	0	0	0
libeliso	0	1	1	0	0	1	0	0	0	1
libi	0	0	0	0	0	0	0	0	0	0
inkululeko	1	1	0	0	0	0	0	0	0	0
inkululeko	0	0	0	0	0	0	0	0	0	0
kukhulula	1	0	1	1	0	0	1	0	1	1
inkululeko	1	0	0	1	0	0	1	0	1	0
inkululeko	1	0	0	1	0	0	1	0	1	1
libido	0	0	0	0	0	0	0	0	0	0
ulayibrari	0	0	0	0	0	0	0	0	0	0
ithala leencwadi	1	0	0	0	0	0	0	0	0	0
freetto	0	0	0	0	0	0	0	0	0	0
ilayisenisi	0	0	0	0	0	0	0	0	0	0
buxoki	0	0	0	0	0	0	0	0	0	0
lihle	0	1	0	0	1	0	0	0	0	0
lifihla	0	0	0	0	0	0	0	0	0	0
buxoki	0	1	1	0	1	0	0	1	0	0
kulala	0	0	0	0	0	0	0	0	0	0
unxulumano	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
mlawuli	0	0	0	0	0	0	0	0	0	1
ubomi	0	0	0	0	0	0	0	0	0	0
igazi	1	0	0	0	0	0	0	0	0	0
ibhayiseli	0	0	0	0	0	0	0	0	0	0
abangenampilo	0	1	0	0	0	1	0	1	0	0
zobomi	0	0	0	0	0	0	0	0	0	0
ubomi obungapheliyo	0	0	0	0	0	0	0	0	0	0
ubomi bonke	0	0	0	0	0	0	0	0	0	0
nyusa	0	0	0	0	0	0	0	0	0	0
ligament	0	0	0	0	0	0	0	0	0	0
ligation	0	0	0	0	0	0	0	0	0	0
kukhanya	0	0	0	0	0	0	0	0	0	0
kukhanya	0	0	0	0	0	0	0	0	0	0
indlu yokukhanya	1	0	0	0	0	0	0	0	0	0
ukukhanya	0	0	0	0	0	0	0	0	0	0
umbane	0	0	1	0	0	1	0	0	1	0
kwenzeka	0	0	0	0	0	0	0	0	0	0
fanayo	0	0	0	0	0	0	0	0	0	0
ngokufanayo	0	0	0	0	0	0	0	0	0	0
kuthanda	1	0	0	0	0	0	1	0	0	1
lilac	0	0	0	0	0	0	0	0	0	0
lily	0	0	0	0	0	0	0	0	0	0
inxalenye	0	0	0	0	0	0	0	0	0	0
limbo	0	0	0	0	0	0	0	0	0	0
umda	0	0	0	0	0	0	0	0	0	0
umda	0	0	0	0	0	0	0	0	0	0
nciphisa	0	1	1	0	0	0	0	1	0	0
elingenamkhawulo	0	0	0	0	0	0	0	0	0	0
limousine	0	0	0	0	0	0	0	0	0	0
limpini	0	1	0	0	0	0	0	0	0	0
lin	0	0	0	0	0	0	0	0	0	0
umgca	0	0	0	0	0	0	0	0	0	0
umgca	0	0	0	0	0	0	0	0	0	0
umgca	0	0	0	0	0	0	0	0	0	0
olufanelekileyo	0	0	0	0	0	0	0	0	0	0
lwakhiwe	0	0	0	0	0	0	0	0	0	0
ilinen	0	0	0	0	0	0	0	0	0	0
liner	0	0	0	0	0	0	0	0	0	0
imigca	0	0	0	0	0	1	0	0	0	0
lixesha	0	0	0	1	0	0	0	0	0	0
ngolwimi	0	0	0	0	0	0	0	0	0	0
ngeelwimi	0	0	0	0	0	0	0	0	0	0
iilwimi	1	0	0	0	0	0	0	0	0	1
lweelwimi	0	0	0	0	0	0	0	0	0	0
iilwimi	0	0	0	0	0	0	0	0	0	0
kulala	0	0	0	0	0	0	0	0	0	0
unxibelelwano	0	0	0	0	0	0	0	0	0	0
linoleum	0	0	0	0	0	0	0	0	0	0
lint	0	1	0	0	0	0	0	0	0	0
ngonyama	1	0	0	0	0	1	0	0	0	0
umlomo	0	0	0	0	0	0	0	0	0	0
umlomo	0	0	0	0	0	0	0	0	0	0
kutywala	0	0	0	0	0	0	0	0	0	0
zichithwe	0	0	0	0	0	0	0	0	0	0
utywala	0	0	0	0	0	0	0	0	0	0
utywala	0	0	0	0	0	0	0	0	0	0
ukucima	0	0	0	0	0	0	0	0	0	0
ukucinywa	0	0	0	0	0	0	0	0	0	0
umfaki	0	0	0	0	0	0	0	0	0	0
utywala	0	0	0	0	0	0	0	0	0	0
utywala	0	1	1	0	0	0	1	1	0	0
lisp	0	0	0	0	0	0	0	0	0	0
uludwe	0	0	0	0	0	0	0	0	0	0
phu laphule	0	0	0	0	0	0	0	0	0	0
umphulaphuli	0	0	0	0	0	0	0	0	0	0
uludwe	0	0	0	0	0	0	0	0	0	0
luhlu	0	1	0	0	0	0	0	1	0	0
litany	0	0	0	0	0	0	0	0	0	0
ngokoqobo	0	0	0	0	0	0	0	0	0	0
zincwadi	0	0	0	0	0	0	0	0	0	0
uncwadi	0	0	0	0	0	0	0	0	0	0
lithe	1	0	0	0	0	0	0	0	0	0
lithograph	0	0	0	0	0	0	0	0	0	0
negragraphic	0	0	0	0	0	0	0	0	0	0
litholoji	0	0	0	0	0	0	0	0	0	0
lithosphere	0	0	0	0	0	0	0	0	0	0
zichasene	0	1	0	0	0	0	0	0	0	0
ku phikisa	0	1	1	1	1	1	0	1	0	0
ulwaphulo	0	1	0	0	0	0	0	0	0	0
zikhupha	0	1	1	0	1	0	0	0	0	0
udoti	0	1	0	0	0	0	0	0	0	0
littoral	0	0	0	0	0	0	0	0	0	0
liturgy	0	0	0	0	0	0	0	0	0	0
ubomi	0	0	0	0	0	0	0	0	0	0
bu buxoki	0	0	0	0	0	0	0	0	0	0
ecacileyo	0	1	1	0	1	0	0	0	0	0
philayo	0	0	0	0	0	0	0	0	0	0
llama	0	0	0	0	0	0	0	0	0	0
umthwalo	0	0	0	0	0	0	0	0	0	0
isonka	0	1	0	0	0	0	0	0	0	0
yokutya	0	1	0	0	0	0	0	0	0	0
loam	0	0	0	0	0	0	0	0	0	0
mboleko	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	1	0	0	0	0	0	0	0
kuthotywa	0	1	1	0	1	0	0	0	0	0
ukunyanyeka	0	1	0	0	1	0	0	0	0	0
lihlazo	0	1	1	0	1	0	0	0	0	0
lobby	0	0	0	0	0	0	0	0	0	0
lobbyist	0	1	0	0	0	0	0	0	0	0
lobe	0	0	0	0	0	0	0	0	0	0
zendawo	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
ndawo	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
bafumane indawo	0	0	0	1	0	0	0	0	0	0
fumana	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
loch	0	0	0	0	0	0	0	0	0	0
yokuvala	0	0	0	0	0	0	0	0	0	0
locker	0	0	0	0	0	0	0	0	0	0
locksmith	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	1	0	1	0	0
locomotion	0	0	0	0	0	0	0	0	0	0
locomotive	0	0	0	0	0	0	0	0	0	0
inkumbi	0	1	0	0	0	1	0	0	0	0
kufaka	0	0	0	0	0	0	0	0	0	0
lofaki	0	0	0	0	0	0	0	0	0	0
ukulala	0	0	0	0	0	0	0	0	0	1
loft	0	0	0	0	0	0	0	0	0	0
ephakamileyo	0	1	0	0	0	0	0	0	0	0
log	0	0	0	0	0	0	0	0	0	0
logarithm	0	0	0	0	0	0	0	0	0	0
logarithmic	0	0	0	0	0	0	0	0	0	0
ingqiqo	0	0	0	0	0	0	0	0	0	0
ngqiqweni	1	0	0	0	0	0	0	0	0	0
lwezinto zokusebenza	0	0	0	0	0	0	0	0	0	0
logotype	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
lollipop	0	0	0	0	0	0	0	0	0	0
yedwa	0	0	0	0	0	0	0	1	0	0
u lonwabo	0	1	0	0	0	1	0	1	0	0
yedwa	0	1	1	0	1	1	0	1	0	0
lonesome	0	1	0	0	0	0	0	1	0	0
elide	0	0	0	1	0	0	0	0	0	0
ixesha elide	1	0	0	0	0	0	0	0	0	0
nqwenela	0	0	0	1	0	0	0	1	0	0
ubude	0	0	0	0	0	0	0	0	0	0
longitudinal	0	0	0	0	0	0	0	0	0	0
elide	0	0	0	0	0	0	0	0	0	0
loo	0	1	0	0	1	0	0	0	0	0
Jonga ngaphandle	0	0	0	0	0	0	0	0	0	0
kukhangela	0	1	0	1	0	1	0	0	0	0
ukufika	0	0	0	0	0	0	0	0	0	0
loon	0	1	0	0	1	0	0	0	0	0
loony	0	1	0	0	0	0	0	0	0	0
loop	0	0	0	0	0	0	0	0	0	0
loop	0	0	0	0	0	0	0	0	0	0
khululwe	0	0	0	0	0	0	0	0	0	0
kukhulula	0	0	0	0	0	0	0	0	0	0
ukuphanga	0	1	0	0	0	0	0	0	0	0
lihle	0	0	0	0	0	0	0	0	0	0
ehleli	0	0	0	0	0	0	0	0	0	0
inkosi	1	1	0	0	1	0	0	0	0	1
amakhosi	0	0	0	0	0	0	0	0	0	0
bukhosi	1	0	0	0	0	0	0	0	0	0
lore	0	0	0	0	0	0	0	0	0	0
iorori	0	0	0	0	0	0	0	0	0	0
lahleka	0	1	1	0	1	1	0	1	1	0
ku lahleka	0	1	1	0	0	0	0	1	0	0
lahleko	0	1	1	0	0	1	0	1	0	0
lahleka	0	1	0	0	0	0	0	1	0	0
eninzi	0	0	0	0	0	0	0	0	0	0
lotion	0	0	0	0	0	0	0	0	0	0
maqashiso	0	0	0	0	0	0	0	0	0	0
iloti	0	0	0	1	0	0	0	0	0	0
lotto	0	0	0	0	0	0	0	0	0	0
ngelizwi	0	0	0	0	0	0	0	0	0	0
ngokukhawuleza	0	0	0	0	0	0	0	0	0	0
ngezwi	0	1	1	0	0	0	0	0	0	0
lokuhlala	0	1	0	0	0	0	0	0	0	0
ikhefu	0	1	0	0	1	0	0	0	0	0
thandeka	1	0	0	0	0	0	1	0	0	1
uthando	1	0	0	0	0	0	1	0	0	0
thandeka	1	0	0	1	0	0	1	1	1	1
NO TRANSLATION	1	0	0	0	0	0	1	0	0	1
umthandi	1	0	0	1	0	0	1	0	0	1
nothando	1	0	0	0	0	0	1	0	0	1
ephantsi	0	1	0	0	0	0	0	1	0	0
u kunciphisa	0	1	0	0	0	0	0	0	0	0
ephantsi	0	1	0	0	0	0	0	1	0	0
eziphantsi	0	1	0	0	0	0	0	0	0	0
aphantsi	0	1	0	0	0	0	0	1	0	0
nya niseka	1	0	0	0	0	1	1	0	1	1
ukunyaniseka	1	0	0	0	0	0	0	0	0	1
lubisi	0	0	0	0	0	0	0	0	0	0
lubrication	0	0	0	0	0	0	0	0	0	0
amathamsanqa	1	0	0	1	0	0	1	0	1	0
inhlanhla	1	0	0	0	0	0	1	0	1	0
luhle	0	1	0	0	0	0	0	0	0	0
ibhola	0	0	0	0	0	0	0	0	0	0
umthwalo	0	0	0	0	0	0	0	0	0	0
ukukhawuleza	0	0	0	1	0	0	0	0	0	0
lullaby	0	0	0	0	0	0	0	0	0	0
lumbar	0	0	0	0	0	0	0	0	0	0
imithi	0	0	0	0	0	0	0	0	0	0
ukucima	0	1	0	0	0	0	0	0	0	0
lumine	0	0	0	0	0	0	0	0	0	0
kukhanya	0	0	0	0	0	0	0	0	0	0
ihlunu	0	1	0	0	0	0	0	0	0	0
lumpy	0	1	0	0	1	0	0	0	0	0
sondla	0	1	1	0	1	1	0	1	0	0
inyanga	0	0	0	0	0	0	0	0	0	0
lunatic	0	1	1	0	1	1	0	0	0	0
sasemini	0	0	0	0	0	0	0	0	0	0
isidlo	0	0	0	0	0	0	0	0	0	0
lunge	0	0	0	0	0	0	0	0	1	0
imiphunga	0	0	0	0	0	0	0	0	0	0
ukukhawuleza	0	1	0	0	0	0	0	0	0	0
ukukhwela	0	1	0	0	0	0	0	0	0	0
lulule	0	1	0	0	1	0	0	0	0	0
lurk	0	1	0	0	0	0	0	0	0	0
ukukhwela	0	1	0	0	0	0	0	0	0	0
kuthanda	1	0	0	1	0	0	1	0	0	0
lukhulu	0	1	0	0	1	0	0	1	0	0
nqwenela	0	1	0	1	0	0	0	0	0	0
kukhanda	1	0	0	0	0	0	1	0	0	0
ekhwele	0	1	0	0	0	0	0	0	0	0
buhlungu	1	0	0	0	0	0	0	0	0	0
luthando	0	0	0	0	1	0	0	0	0	0
lute	0	0	0	0	0	0	0	0	0	0
zikhulu	1	0	0	0	0	0	0	0	0	0
zizinto ezintle	1	0	0	0	0	0	1	0	0	0
ihotele	1	0	0	0	0	0	1	0	0	0
buxoki	0	1	1	0	1	0	0	0	0	0
lymph	0	0	0	0	0	0	0	0	0	0
lymphatic	0	0	0	0	0	0	0	0	0	0
lynch	0	1	1	0	1	1	0	1	0	0
lynx	0	0	0	0	0	0	0	0	0	0
ingoma	1	0	0	0	0	0	1	0	0	0
ingoma	0	0	0	0	0	0	0	0	0	0
iingoma	1	0	0	0	0	0	1	0	0	0
mace	0	1	0	0	0	1	0	0	0	0
