Word	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
i-gyroscope	0	0	0	0	0	0	0	0	0	0
umkhuba	0	0	0	0	0	0	0	0	0	0
indawo yokuhlala	1	0	0	0	0	0	0	0	0	0
indawo yokuhlala	0	0	0	0	0	0	0	0	0	0
okuvamile	0	0	0	1	0	0	0	0	0	0
ngokuvamile	0	0	0	0	0	0	0	0	0	0
hacienda	0	0	0	0	0	0	0	0	0	0
Hag	0	1	0	0	1	1	0	0	0	0
i-haggard	0	1	0	0	0	0	0	1	0	0
haggle	0	0	0	0	0	0	0	0	0	0
isichotho	1	1	0	0	0	0	0	0	0	1
izinwele	0	0	0	0	0	0	0	0	0	0
enezinwele	0	1	0	0	1	0	0	0	0	0
hale	1	0	0	0	0	0	0	0	0	0
isigamu	0	0	0	0	0	0	0	0	0	0
isigamu	0	1	0	0	0	0	0	0	0	0
ihholo	0	0	0	0	0	0	0	0	0	0
ingcwelisiwe	0	0	0	0	0	0	0	0	0	0
ukucabangela	0	1	0	0	0	1	0	0	0	0
i-halo	0	0	0	0	0	0	0	0	0	0
ukuma	0	0	0	0	0	0	0	0	0	0
i-halter	0	1	1	0	0	1	0	1	0	0
ukumisa	0	1	0	0	0	1	0	1	0	0
i-halve	0	0	0	0	0	0	0	0	0	0
ukuhlukanisa	0	0	0	0	0	0	0	0	0	0
itshweba	0	0	0	0	0	0	0	0	0	0
indlu	0	0	0	0	0	0	0	0	0	0
isando	0	0	0	0	0	0	0	0	0	0
ukunyakaza	0	0	0	0	0	0	0	0	0	0
i-hammock	0	0	0	0	0	0	0	0	0	0
ukuphazamiseka	0	1	0	0	0	0	0	0	0	0
i-hamstring	0	1	1	0	0	0	0	1	0	0
isandla	0	0	0	0	0	0	0	0	0	0
ibhuku	0	0	0	0	0	0	0	0	0	1
okuncane	0	0	0	0	0	0	0	0	0	0
ukukhubazeka	0	1	0	0	0	0	0	1	0	0
ngesandla	0	0	0	0	0	0	0	0	0	0
imisebenzi yezandla	0	0	0	0	0	0	0	0	0	0
ihekhi	0	0	0	0	0	0	0	0	0	0
phatha	0	0	0	0	0	0	0	0	0	0
kuhle	0	0	0	0	0	0	0	0	0	0
ukubhala ngesandla	0	0	0	0	0	0	0	0	0	0
sisebenzisekile	1	0	0	0	0	0	0	0	0	0
hang	0	0	0	0	0	0	0	0	0	0
i-Hangar	0	0	0	0	0	0	0	0	0	0
ilenga	0	1	1	0	1	1	0	1	0	0
i-Hangman	0	1	0	0	0	1	0	0	0	0
ukuzikhipha	0	0	0	0	0	0	0	0	0	0
hank	0	0	0	0	0	0	0	0	0	0
ukuhlenga	0	0	0	1	0	0	0	0	0	0
NO TRANSLATION	0	0	0	1	0	0	0	0	1	0
i-haphazard	0	0	0	0	0	0	0	0	0	0
kwenzeke	0	0	0	1	0	0	0	0	0	0
kwenzekani	0	0	0	0	0	0	0	0	0	0
ngenjabulo	1	0	0	0	0	0	1	0	0	0
injabulo	1	0	0	1	0	0	1	0	0	0
ujabule	1	0	0	1	0	0	1	0	0	1
ukuhlukumeza	0	1	1	0	1	0	0	0	0	0
ukuhlukumeza	0	0	1	0	0	0	0	0	0	0
i-harbinger	0	1	1	1	0	1	0	0	0	0
ichweba	0	0	0	0	0	0	0	0	0	1
kanzima	0	0	0	0	0	0	0	0	0	0
lukhuni	0	1	1	0	1	1	0	0	0	0
ukuqina	0	0	0	0	0	0	0	0	0	0
ubunzima	0	1	0	0	0	0	0	0	0	0
ubunzima	0	1	0	0	0	0	0	1	0	0
ihadiwe	0	0	0	0	0	0	0	0	0	0
liqinile	1	0	0	0	0	0	1	0	0	1
umvundla	0	0	0	0	0	0	0	0	0	0
harem	0	0	0	0	0	0	0	0	0	0
isifebe	0	1	0	0	1	0	0	0	0	0
ukulimaza	0	1	0	0	0	1	0	0	0	0
kuyingozi	0	1	1	0	1	1	0	1	0	0
i-harmonica	0	0	0	0	0	0	0	0	0	0
i-harmoniki	0	0	0	0	0	0	0	0	0	0
ngokuvumelana	1	0	0	0	0	0	1	0	0	1
kuvumelana	0	0	0	0	0	0	0	0	0	0
ukuvumelana	1	0	0	0	0	0	1	0	0	1
i-harness	0	0	0	0	0	0	0	0	0	0
i-harper	0	0	0	0	0	0	0	0	0	0
i-harpsichord	0	0	0	0	0	0	0	0	0	0
ukulimaza	0	1	0	0	0	1	0	0	0	0
hamba	0	1	1	0	0	0	0	1	0	0
ukukhwabanisa	0	1	1	0	0	1	0	0	0	0
hart	0	0	0	0	0	0	0	0	0	0
ukuvuna	1	0	0	1	0	0	1	0	0	0
hash	0	1	0	0	0	0	0	0	0	0
hashish	0	1	0	0	0	0	0	0	0	0
masinya	0	0	0	1	0	0	0	0	0	0
masinya	0	0	0	0	0	0	0	0	0	0
ngokushesha	0	0	0	0	0	0	0	0	0	0
ngokushesha	0	1	0	0	0	0	0	0	0	0
isikhwama	0	0	0	0	0	0	0	0	0	0
ukuphahlazeka	0	0	0	0	0	0	0	0	0	0
i-hatchet	0	0	0	0	0	0	0	0	0	0
inzondo	0	1	1	0	1	1	0	1	0	0
inzondo	0	1	1	0	1	1	0	1	0	0
ukuzonda	0	1	1	0	0	0	0	0	0	0
inzondo	0	1	1	0	1	1	0	1	0	0
ozidlayo	0	1	1	0	0	0	0	0	0	0
haul	0	0	0	0	0	0	0	0	0	0
haulage	0	0	0	0	0	0	0	0	0	0
haunt	0	1	0	0	0	1	0	0	0	0
haunted	0	1	0	0	0	1	0	1	0	0
indawo	1	0	0	0	0	0	0	0	0	1
havoc	0	1	1	0	0	1	0	0	0	0
haw	0	0	0	0	0	0	0	0	0	0
hawk	0	0	0	0	0	1	0	0	0	0
ukuphanga	0	0	0	0	0	0	0	0	0	0
ingozi	0	1	0	0	0	1	0	0	0	0
ezinobungozi	0	1	0	0	0	1	0	0	0	0
haze	0	1	0	0	0	1	0	0	0	0
hazy	0	0	0	0	0	0	0	0	0	0
ikhanda	0	0	0	0	0	0	0	0	0	0
ikhanda	0	1	0	0	0	0	0	0	0	0
i-headdress	0	0	0	0	0	0	0	0	0	0
ikhanda	0	0	0	0	0	0	0	0	0	0
ikhanda	0	0	0	0	0	0	0	0	0	0
ukuqondisa	0	0	0	0	0	0	0	0	0	0
ikhanda	0	0	0	0	0	0	0	0	0	0
ukukhanya kwekhanda	0	0	0	1	0	0	0	0	0	0
isihloko	0	0	0	0	0	0	0	0	0	0
i-headlong	0	0	0	0	0	0	0	0	0	0
indlunkulu	0	0	0	0	0	0	0	0	0	0
itshe eliyinhloko	0	0	0	0	0	0	0	0	0	0
umgwaqo	1	0	0	0	0	0	0	0	0	0
ikhanda	0	1	0	0	0	0	0	0	0	0
philisa	1	0	0	0	0	0	1	0	0	1
ukuphulukiswa	1	0	0	1	0	0	1	0	0	1
impilo	0	0	0	0	0	0	0	0	0	0
okunempilo	1	0	0	0	0	0	1	0	0	0
enempilo	1	0	0	0	0	0	0	0	0	0
inqwaba	0	0	0	0	0	0	0	0	0	0
uzwe	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ukuzwa	0	1	0	0	0	1	0	0	0	0
ukuzwa	0	1	0	0	0	0	0	0	0	0
i-hearse	0	1	0	0	0	1	0	1	0	0
inhliziyo	0	0	0	0	0	0	0	0	0	0
izinhliziyo	0	1	0	0	0	0	0	1	0	0
ukushaya kwenhliziyo	0	1	0	0	0	0	0	0	0	0
ngokusuka enhliziyweni	1	0	0	0	0	0	1	1	0	1
i-hearth	1	0	0	0	0	0	0	0	0	0
ngenhliziyo yonke	1	0	0	0	0	0	1	0	0	0
abangenangqondo	0	1	0	0	0	0	0	1	0	0
izinhliziyo	0	0	0	0	0	0	0	0	0	0
izinhliziyo	0	0	0	0	1	0	0	0	0	0
ukushisa	0	0	0	0	0	0	0	0	0	0
ukufutheka	0	0	0	0	0	0	0	0	0	0
ukushisa	0	0	0	0	0	0	0	0	0	0
u-heath	0	0	0	0	0	0	0	0	0	0
izizwe	0	1	0	0	0	1	0	0	0	0
i-heather	0	0	0	0	0	0	0	0	0	0
Ukushisa	0	0	0	0	0	0	0	0	0	0
ukuphakama	0	0	0	0	0	0	0	0	0	0
ezulwini	1	0	0	1	0	0	1	0	0	1
amazulu	1	0	0	0	0	0	1	0	0	1
kakhulu	0	1	0	0	0	0	0	0	0	0
ubunzima	0	0	0	0	0	0	0	0	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	0
amahektare	0	0	0	0	0	0	0	0	0	0
i-hectic	0	0	0	0	0	0	0	0	0	0
udoti	0	0	0	0	0	0	0	0	0	0
i-hedgehog	0	0	0	0	0	0	0	0	0	0
i-hedonism	1	1	0	0	0	0	1	0	0	0
thola	0	0	0	0	0	0	0	0	0	0
isithende	0	1	0	0	0	0	0	0	0	0
izithende	0	0	0	0	0	0	0	0	0	0
i-heft	1	0	0	1	0	1	0	0	0	0
i-hegemonic	0	0	0	0	0	0	0	0	0	0
isithole	0	0	0	0	0	0	0	0	0	0
ukuphakama	0	0	0	0	0	0	0	0	0	0
ukuphakama	0	1	0	0	0	1	0	0	0	0
buhlungu	0	1	0	0	0	0	0	0	0	0
indlalifa	0	0	0	0	0	0	0	0	0	0
i-heiress	0	0	0	0	0	0	0	0	0	0
i-heirloom	0	0	0	0	0	0	0	0	0	0
izindlalifa	0	0	0	0	0	0	0	0	0	0
i-helical	0	0	0	0	0	0	0	0	0	0
helix	0	0	0	0	0	0	0	0	0	0
isihogo	0	1	1	0	1	1	0	1	0	0
isihogo	0	1	1	0	1	1	0	1	0	0
u-helm	0	0	0	0	0	0	0	0	0	0
isigqoko	1	0	0	0	0	1	0	0	0	0
umsizi	1	0	0	0	0	0	0	0	0	1
kuyasiza	1	0	0	0	0	0	1	0	0	1
abangenalutho	0	1	0	0	0	1	0	1	0	0
ukungabi nasizo	0	1	0	0	0	1	0	1	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
i-hematite	0	0	0	0	0	0	0	0	0	0
hemi	0	0	0	0	0	0	0	0	0	0
i-hemisphere	0	0	0	0	0	0	0	0	0	0
i-hemispheric	0	0	0	0	0	0	0	0	0	0
i-hemlock	0	0	0	0	0	0	0	0	0	0
ukubola kwesisu	0	1	0	0	1	1	0	1	0	0
i-hemorrhoids	0	1	0	0	0	0	0	0	0	0
i-hemp	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
kusukela manje	0	0	0	0	0	0	0	0	0	0
i-herald	0	0	0	0	0	0	0	0	0	0
uhulumeni	0	0	0	0	0	0	0	0	0	0
isithombo	0	0	0	0	0	0	0	0	0	0
i-herbaceous	0	0	0	0	0	0	0	0	0	0
i-herbal	1	0	0	0	0	0	0	0	0	0
i-herbarium	0	0	0	0	0	0	0	0	0	0
umhlambi	0	0	0	0	0	0	0	0	0	0
ifa	0	0	0	0	0	0	0	0	0	0
ukuzalwa	0	0	0	0	0	0	0	0	0	0
ukuhlubuka	0	1	0	0	0	0	0	0	0	0
uzwela	0	1	0	0	1	0	0	0	0	0
ukuphikisa	0	0	0	0	0	0	0	0	0	0
ngaphambili	0	0	0	0	0	0	0	0	0	0
laphaunto	0	0	0	0	0	0	0	0	0	0
lapha	0	0	0	0	0	0	0	0	0	0
ifa	0	0	0	0	0	0	0	0	0	1
i-hermaphrodite	0	1	0	0	0	0	0	0	1	0
i-hermeneutics	0	0	0	0	0	0	0	0	0	0
i-hermit	0	0	0	0	0	0	0	1	0	1
i-hernia	0	0	0	0	0	0	0	0	0	0
hero	1	0	0	1	0	0	1	0	1	1
ubuqhawe	1	0	0	0	0	0	1	0	1	1
amaqhawe	1	0	0	0	0	0	0	0	0	0
heroin	0	1	0	0	0	0	0	0	0	0
heroine	1	0	0	0	0	0	0	0	0	1
ubuqhawe	1	0	0	1	0	0	1	0	1	1
i-herpes	0	1	0	0	1	0	0	0	0	0
i-herpesvirus	0	1	0	0	1	0	0	0	0	0
ukungabaza	0	0	0	0	0	0	0	0	0	0
ukungabaza	0	1	0	0	0	1	0	0	0	0
i-heterogeneity	0	0	0	0	0	0	0	0	0	0
gcoba	0	0	0	0	0	0	0	0	0	0
iheksagoni	0	0	0	0	0	0	0	0	0	0
i-heyday	1	0	0	1	0	0	1	0	0	1
i-hiatus	0	0	0	0	0	0	0	0	0	0
i-hibernate	0	0	0	0	0	0	0	0	0	0
ukushona	0	0	0	0	0	0	0	0	0	0
hiccup	0	0	0	0	0	0	0	0	0	0
efihliwe	0	1	0	0	0	0	0	0	0	0
fihla	0	0	0	0	0	1	0	0	0	0
hideous	0	1	0	0	1	1	0	1	0	0
ukufihla	0	0	0	0	0	1	0	0	0	0
i-hierarchical	0	0	0	0	0	0	0	0	0	0
phezulu	0	0	0	0	0	0	0	0	0	0
ephakeme	0	0	0	0	0	0	0	0	0	0
ephakeme kakhulu	1	1	0	1	0	1	1	0	1	0
intaba	0	0	0	0	0	0	0	0	0	0
iziqhingi	0	0	0	0	0	0	0	0	0	0
ukuphakama	0	0	0	0	0	0	0	0	0	0
umgwaqo omkhulu	0	0	0	0	0	0	0	0	0	0
umgibeli	0	0	0	0	0	0	0	0	0	0
hilarious	1	0	0	0	0	0	1	0	1	0
ubuhle	1	0	0	0	0	0	1	0	0	0
intaba	0	0	0	0	0	0	0	0	0	0
u-hilly	0	0	0	0	0	0	0	0	0	0
hilt	0	0	0	0	0	0	0	0	0	0
i-hind	0	0	0	0	0	0	0	0	0	0
ukuvimbela	0	1	0	0	0	0	0	1	0	0
isithintelo	0	1	0	0	0	0	0	0	0	0
isondo	0	0	0	0	0	0	0	0	0	0
ukusikisela	0	0	0	0	0	0	0	0	0	0
e-hinterland	0	0	0	0	0	0	0	0	0	0
i-hip	0	0	0	0	0	0	0	0	0	0
i-hippie	0	1	0	0	0	0	0	0	0	0
ukuqasha	1	0	0	1	0	0	1	0	0	1
u-hirsute	0	0	0	0	0	0	0	0	0	0
umlando wakhe	0	1	1	0	0	1	0	0	0	0
ukuphanga	0	1	0	0	0	0	0	0	0	0
i-histology	0	0	0	0	0	0	0	0	0	0
isazi-mlando	0	0	0	0	0	0	0	0	0	0
umlando	0	0	0	0	0	0	0	0	0	0
i-historiography	0	0	0	0	0	0	0	0	0	0
umlando	0	0	0	0	0	0	0	0	0	0
hit	0	1	1	0	0	0	0	0	0	0
kuze kube manje	0	1	0	0	0	0	0	0	0	0
isidleke	0	1	0	0	0	0	0	0	0	0
i-hoard	0	0	0	0	0	0	0	0	0	0
ukugcoba	0	1	0	0	0	0	0	0	0	0
i-hoary	0	1	0	0	0	0	0	1	0	0
ukuthula	0	1	1	0	1	0	0	1	1	0
i-hob	0	0	0	0	0	0	0	0	0	0
ukuzilibazisa	1	0	0	0	0	0	1	0	0	0
i-hobo	0	1	0	0	0	0	0	1	0	0
i-hockey	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
i-hog	0	1	0	0	1	0	0	0	0	0
i-hoist	0	0	0	0	0	0	0	0	0	0
ubambe	0	0	0	0	0	0	0	0	0	0
umnikazi	0	0	0	0	0	0	0	0	0	0
ubambe	0	0	0	0	0	0	0	0	0	0
umgodi	0	0	0	0	0	0	0	0	0	0
iholidi	1	0	0	1	0	0	1	0	0	0
ubungcwele	1	0	0	1	0	1	1	0	1	1
ezingenalutho	0	1	0	0	0	0	0	1	0	0
ukushisa	0	1	1	0	1	1	0	1	0	0
ingcwele	1	0	0	0	0	0	0	0	0	0
ukuhlonipha	1	0	0	0	0	0	0	0	0	0
abangenamakhaya	0	1	1	1	1	1	0	1	0	0
i-homeopathic	0	0	0	0	0	0	0	0	0	0
i-homeopathy	0	0	0	0	0	0	0	0	0	0
ekhayaick	0	1	0	0	0	0	0	1	0	0
ikhaya	0	0	0	0	0	0	0	0	0	0
umsebenzi wesikole	0	0	0	0	0	1	0	0	0	0
i-homicidal	0	1	1	0	0	1	0	0	0	0
ukubulala	0	1	1	0	1	1	0	1	0	0
ekhaya	0	0	0	0	0	0	0	0	0	0
homogeneity	0	0	0	0	0	0	0	0	0	0
okufanayo	0	0	0	0	0	0	0	0	0	0
homologous	0	0	0	0	0	0	0	0	0	0
homologue	0	0	0	0	0	0	0	0	0	0
i-homology	1	0	0	0	0	0	0	0	0	0
ubungqingili	0	0	0	0	0	0	0	0	0	0
ubungqingili	0	1	0	0	0	0	0	0	0	0
hone	0	0	0	0	0	0	0	0	0	0
uthembekile	1	0	1	0	1	1	1	1	0	1
ukwethembeka	1	0	0	0	0	0	0	0	0	1
uju	1	0	0	0	0	0	0	0	0	0
i-honeycomb	0	0	0	0	0	0	0	0	0	0
i-honeymoon	1	0	0	1	0	0	1	0	1	1
i-honeysuckle	0	0	0	0	0	0	0	0	0	0
udumo	1	0	0	0	0	0	0	0	0	1
ihloniphekile	1	0	0	0	0	0	0	0	0	1
i-honorarium	0	0	0	0	0	0	0	0	0	0
ihood	0	1	1	0	1	1	0	0	0	0
iqokiwe	0	0	0	0	0	1	0	0	0	0
inselo	0	0	0	0	0	0	0	0	0	0
hook	0	0	0	0	0	0	0	0	0	0
ihoxisiwe	0	1	0	0	0	0	0	0	0	0
i-hooker	0	0	0	0	0	0	0	0	0	0
i-hoop	0	0	0	0	0	0	0	0	0	0
i-hoot	0	1	1	0	1	0	0	0	0	0
hop	0	0	0	0	0	0	0	0	0	0
ithemba	1	0	0	1	0	0	1	0	1	1
ithemba	1	0	0	1	0	0	1	0	1	1
abangenathemba	0	1	0	0	0	1	0	1	0	0
ukungabi nethemba	0	1	1	0	1	1	0	1	0	0
ithemba	0	0	0	0	0	0	0	0	0	0
ngethemba	0	0	0	0	0	0	0	0	0	0
i-hopper	0	0	0	0	0	0	0	0	0	0
i-horde	0	1	0	0	0	0	0	0	1	0
ukukhanya	1	0	0	1	0	0	0	0	0	0
enezingqimba	0	0	0	0	0	0	0	0	0	0
ngokuzungezile	0	0	0	0	0	0	0	0	0	0
uphondo	0	0	0	0	0	0	0	0	0	0
i-hornet	0	0	0	0	0	0	0	0	0	0
i-horny	0	0	0	0	0	0	0	0	0	0
i-horoscope	0	0	0	1	0	0	0	0	0	0
ezimbi	0	1	1	0	1	1	0	0	0	0
kakhulu	0	1	0	0	0	0	0	0	0	0
i-horrid	0	1	1	0	1	1	0	1	0	0
okwesabekayo	0	1	1	0	1	1	0	1	0	0
okwesabekayo	0	1	0	0	0	1	0	0	0	0
esabekayo	0	1	0	0	1	1	0	1	0	0
amahloni	0	1	1	0	1	1	0	1	1	0
izinto ezimbi	0	1	0	0	0	1	0	1	0	0
ihhashi	0	0	0	0	0	0	0	0	0	1
umgibeli wamahhashi	0	0	0	0	0	0	0	0	0	0
amahhashi	0	0	0	0	0	0	0	0	0	0
horticultural	0	0	0	0	0	0	0	0	0	0
ukulima	0	0	0	0	0	0	0	0	0	0
hose	0	0	0	0	0	0	0	0	0	0
i-hosiery	0	0	0	0	0	0	0	0	0	0
i-hospice	0	0	0	0	0	0	0	1	0	0
esibhedlela	0	0	0	0	0	1	0	1	0	1
ukwamukela izihambi	1	0	0	0	0	0	0	0	0	0
ukuthunjwa	0	1	1	0	0	1	0	0	0	0
hostel	0	0	0	0	0	0	0	0	0	0
enonya	0	1	1	0	1	1	0	0	0	0
impi	0	1	1	0	0	1	0	0	0	0
ubutha	0	1	1	0	1	0	0	0	0	0
kushisa	0	0	1	0	0	0	0	0	0	0
hotbed	0	0	0	0	0	0	0	0	0	0
ihhotela	0	0	0	0	0	0	0	0	0	0
ihora	0	0	0	0	0	0	0	0	0	0
i-hourglass	0	0	0	0	0	0	0	0	0	0
ngehora	0	0	0	0	0	0	0	0	0	0
indlu	0	0	0	0	0	0	0	0	0	0
ikhaya	1	0	0	0	0	0	0	0	0	0
umninikhaya	0	0	0	0	0	0	0	0	0	0
umninindlu	0	0	0	0	0	0	0	0	0	0
ukugcina indlu	1	0	0	0	0	0	0	0	0	0
umama wendlu	0	0	0	0	0	0	0	0	0	0
izindlu	0	0	0	0	0	0	0	0	0	0
i-hovercraft	0	0	0	0	0	0	0	0	0	0
khala	0	1	1	0	1	1	0	1	1	0
noma yikuphi	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ihabhu	0	0	0	0	0	0	0	0	0	0
khumbulani	0	0	0	0	0	0	0	0	0	0
i-hue	0	0	0	0	0	0	0	0	0	0
i-huff	0	1	1	0	1	0	0	0	0	0
khumbulani	1	0	0	0	0	0	1	0	0	1
omkhulu	0	0	0	0	0	0	0	0	0	0
i-hulk	0	0	0	0	1	0	0	0	0	0
isikhwama	0	0	0	0	0	0	0	0	0	0
i-hum	0	0	0	0	0	0	0	0	0	0
abantu	0	0	0	0	0	0	0	0	0	0
ubuntu	1	0	0	0	0	0	0	0	0	0
ukusiza abantu	1	0	0	1	0	0	1	0	1	1
abantu	0	0	0	0	0	0	0	0	0	0
isintu	1	0	0	0	0	0	1	0	0	1
uthobekile	1	1	0	0	1	0	0	1	0	0
uthobekile	1	0	0	0	0	0	0	1	0	0
ngokuthobeka	1	0	0	0	0	0	0	0	0	0
i-humbug	0	1	1	0	1	0	0	1	0	0
umswakama	0	0	0	0	0	0	0	0	0	0
umswakama	0	0	0	0	0	0	0	0	0	0
hlazisa	0	1	1	0	0	0	0	1	0	0
ukuhlazisa	0	1	0	0	1	0	0	0	0	0
ukuthobeka	0	1	0	0	1	0	0	1	0	0
ukuthobeka	1	0	0	0	0	0	0	0	0	1
i-hummer	0	0	0	0	0	0	0	0	0	0
i-hummingbird	0	0	0	0	0	0	0	0	0	0
ezihlekisayo	0	0	0	0	0	0	0	0	0	0
i-humorist	1	0	0	0	0	0	0	0	0	0
ezihlekisayo	1	0	0	0	0	0	1	0	0	0
i-hump	0	0	0	0	0	0	0	0	0	0
hunch	0	1	0	0	0	0	0	0	0	0
amakhulu	0	0	0	0	0	0	0	0	0	0
ikhulu	0	0	0	0	0	0	0	0	0	0
indlala	0	0	0	0	0	0	0	0	0	0
ulambile	0	1	0	1	0	0	0	0	0	0
hunk	0	0	0	0	0	0	0	0	0	0
hunks	0	0	0	0	0	0	0	0	0	0
ukuzingela	0	0	0	0	0	0	0	0	0	0
umzingeli	0	1	0	1	0	1	0	1	0	0
ukuzingela	0	1	1	1	0	1	0	0	0	0
phosela	0	0	0	0	0	0	0	0	0	0
uphonsa	1	0	0	0	0	0	1	0	0	0
isiphepho	0	1	0	0	0	1	0	0	0	0
esheshayo	0	1	0	1	0	0	0	0	0	0
phuthuma	0	0	0	1	0	0	0	0	0	0
ukulimala	0	1	1	0	0	1	0	1	0	0
okulimazayo	0	1	1	0	1	1	0	1	0	0
ukulimaza	0	1	1	0	0	1	0	1	0	0
umlimi	1	0	0	0	0	0	0	0	0	1
hush	1	0	0	0	0	0	0	0	0	0
kuphazamisekile	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
husky	0	0	0	0	0	0	0	0	0	0
khumula	0	0	0	0	0	0	0	0	0	0
i-hustler	0	1	0	0	0	0	0	0	0	0
indlu	1	0	0	0	0	0	0	1	0	0
i-hutch	0	0	0	0	0	0	0	0	0	0
i-hyacinth	0	0	0	0	0	0	0	0	0	0
hybrid	0	0	0	0	0	0	0	0	0	0
i-hydra	0	1	0	0	0	1	0	0	0	0
ama-hydraulics	0	0	0	0	0	0	0	0	0	0
i-hydrocephalus	0	1	0	0	1	1	0	1	0	0
i-hydrodynamics	0	0	0	0	0	0	0	0	0	0
i-hydrogen	0	0	0	0	0	0	0	0	0	0
i-hydrographic	0	0	0	0	0	0	0	0	0	0
i-hydrology	0	0	0	0	0	0	0	0	0	0
ukuhlanzeka	0	0	0	0	0	0	0	0	0	0
ukuhlanzeka	1	0	0	0	0	0	0	0	0	0
iculo	1	0	0	1	0	0	1	1	0	1
i-hype	0	1	0	1	0	0	0	0	0	0
i-hyperbole	0	1	0	0	0	0	0	0	0	0
hypertrophy	0	0	0	0	1	1	0	0	1	0
i-hyphen	0	0	0	0	0	0	0	0	0	0
hypnotic	0	0	0	0	0	0	0	0	0	0
ixhunyiwe	0	0	0	0	0	0	0	0	0	0
ubuzenzisi	0	1	0	0	0	0	0	0	0	0
umzenzisi	0	1	0	0	1	0	0	0	0	0
uzenzisi	0	1	0	0	1	0	0	0	0	0
i-hypothesis	0	0	0	1	0	0	0	0	1	0
ukucabanga	0	0	0	0	0	0	0	0	0	0
i-hysteria	0	1	0	0	0	1	0	0	0	0
i-hysterical	0	1	1	0	0	1	0	0	0	0
ice	0	0	0	0	0	0	0	0	0	0
iceberg	0	0	0	0	0	0	0	0	0	0
isithonjana	0	0	0	0	0	0	0	0	0	0
iconic	0	0	0	0	0	0	0	0	0	0
iconography	0	0	0	0	0	0	0	0	0	0
ubumnyama	0	0	0	0	0	0	0	0	0	0
umqondo	0	0	0	0	0	0	0	0	0	0
i-idealism	1	0	0	0	0	0	0	0	0	0
i-idealist	0	0	0	0	0	0	0	0	0	0
kufana	0	0	0	0	0	0	0	0	0	0
ngokufanayo	0	0	0	0	0	0	0	0	0	0
ukuhlonza	0	0	0	0	0	0	0	0	0	0
bona	0	0	0	0	0	0	0	0	0	0
ubunikazi	0	0	0	0	0	0	0	0	0	0
imibono	0	0	0	0	0	0	0	0	0	0
idiocy	0	1	1	0	1	0	0	1	0	0
ukuhleka	0	0	0	0	0	0	0	0	0	0
idiomatic	0	0	0	0	0	0	0	0	0	0
idiot	0	1	0	0	1	0	0	0	0	0
idiotic	0	1	1	0	1	0	0	0	0	0
ungenzi lutho	0	0	0	0	0	0	0	0	0	0
ukungazi	0	0	0	0	0	0	0	0	0	0
ungenzi lutho	0	1	0	0	0	0	0	0	0	0
isithombe	1	0	0	0	0	0	0	0	0	0
ukukhonza izithombe	0	1	0	0	1	1	0	0	0	0
igloo	0	0	0	0	0	0	0	0	0	0
ungenangqondo	0	0	0	0	0	0	0	0	0	0
zishaye	0	0	0	0	0	0	0	0	0	0
ukushisa	0	0	0	0	0	0	0	0	0	0
ukungazi	0	1	0	0	0	0	0	0	0	0
angazi	0	1	0	0	1	0	0	0	0	0
unganaki	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ukugula	0	1	1	0	1	1	0	1	0	0
ngokungemthetho	0	1	1	0	1	1	0	1	0	0
ukungemthetho	0	1	1	0	1	1	0	0	0	0
ngokungemthetho	0	0	0	0	0	0	0	0	0	0
ayikho emthethweni	0	1	0	0	0	0	0	0	0	0
engekho emthethweni	0	1	1	0	1	1	0	1	1	0
akuvumelekile	0	1	1	0	1	1	0	0	0	0
ukungafundi	0	1	0	0	1	0	0	0	0	0
ukugula	0	1	0	0	0	1	0	1	0	0
akunangqondo	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	1	0	0	1	0	1	0
ukukhanya	1	0	0	0	0	0	1	0	1	1
ukukhanyisa	0	0	0	0	0	0	0	0	0	0
inkohliso	0	1	0	0	0	0	0	0	1	0
bonisa	1	0	0	0	0	0	0	0	0	0
umfanekiso	0	0	0	0	0	0	0	0	0	0
ukufanekisa	0	0	0	0	0	0	0	0	0	0
ngokucacile	1	0	0	0	0	0	0	0	0	0
isithombe	0	0	0	0	0	0	0	0	0	0
isithombe	0	0	0	0	0	0	0	0	0	0
ucabanga	0	0	0	0	0	0	0	0	0	0
umcabango	0	0	0	0	0	0	0	0	0	0
okucabangelayo	1	0	0	0	0	0	0	0	0	0
cabanga	0	0	0	0	0	0	0	0	0	0
wacabanga	0	0	0	0	0	0	0	0	0	0
ukucabanga	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
